SR Number,Status,Sub Status
1-604144478,Accepted,In Progress
1-604144478,Queued,Awaiting Assignment
1-604144478,Accepted,In Progress
1-604144478,Queued,Awaiting Assignment
1-604144478,Queued,Awaiting Assignment
1-604144478,Accepted,In Progress
1-604144478,Accepted,Assigned
1-604144478,Accepted,In Progress
1-604144478,Queued,Awaiting Assignment
1-604144478,Accepted,In Progress
1-604144478,Accepted,Wait
1-604144478,Accepted,In Progress
1-604144478,Completed,Resolved
1-604144478,Completed,Closed
1-605313141,Queued,Awaiting Assignment
1-605313141,Queued,Awaiting Assignment
1-605313141,Accepted,In Progress
1-605313141,Accepted,Wait - User
1-605313141,Completed,Resolved
1-605313141,Completed,Closed
1-605956457,Accepted,In Progress
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Accepted,Wait - User
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Accepted,Assigned
1-605956457,Accepted,In Progress
1-605956457,Accepted,Wait
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Accepted,Assigned
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Accepted,Assigned
1-605956457,Accepted,In Progress
1-605956457,Queued,Awaiting Assignment
1-605956457,Accepted,In Progress
1-605956457,Completed,Resolved
1-605956457,Completed,Closed
1-606902814,Accepted,In Progress
1-606902814,Accepted,In Progress
1-606902814,Queued,Awaiting Assignment
1-606902814,Accepted,In Progress
1-606902814,Accepted,Wait - User
1-606902814,Completed,Resolved
1-606902814,Completed,Closed
1-609835209,Accepted,In Progress
1-609835209,Accepted,In Progress
1-609835209,Queued,Awaiting Assignment
1-609835209,Accepted,In Progress
1-609835209,Queued,Awaiting Assignment
1-609835209,Accepted,In Progress
1-609835209,Accepted,Assigned
1-609835209,Accepted,In Progress
1-609835209,Queued,Awaiting Assignment
1-609835209,Accepted,In Progress
1-609835209,Accepted,Wait - Implementation
1-609835209,Accepted,In Progress
1-609835209,Completed,Resolved
1-609835209,Completed,Closed
1-611261188,Accepted,In Progress
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Accepted,In Progress
1-611261188,Accepted,Wait - User
1-611261188,Accepted,Wait - User
1-611261188,Accepted,In Progress
1-611261188,Accepted,Wait - User
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Accepted,Assigned
1-611261188,Accepted,In Progress
1-611261188,Queued,Awaiting Assignment
1-611261188,Accepted,In Progress
1-611261188,Accepted,Wait
1-611261188,Accepted,In Progress
1-611261188,Completed,Resolved
1-611261188,Completed,Closed
1-613379581,Queued,Awaiting Assignment
1-613379581,Queued,Awaiting Assignment
1-613379581,Accepted,In Progress
1-613379581,Accepted,Wait - User
1-613379581,Accepted,In Progress
1-613379581,Completed,Resolved
1-613379581,Completed,Closed
1-614948909,Accepted,In Progress
1-614948909,Accepted,In Progress
1-614948909,Queued,Awaiting Assignment
1-614948909,Accepted,In Progress
1-614948909,Accepted,Assigned
1-614948909,Accepted,In Progress
1-614948909,Queued,Awaiting Assignment
1-614948909,Accepted,In Progress
1-614948909,Accepted,Assigned
1-614948909,Accepted,In Progress
1-614948909,Accepted,Wait - User
1-614948909,Accepted,In Progress
1-614948909,Queued,Awaiting Assignment
1-614948909,Accepted,In Progress
1-614948909,Accepted,Assigned
1-614948909,Accepted,In Progress
1-614948909,Queued,Awaiting Assignment
1-614948909,Accepted,In Progress
1-614948909,Queued,Awaiting Assignment
1-614948909,Accepted,In Progress
1-614948909,Accepted,Wait
1-614948909,Accepted,In Progress
1-614948909,Completed,Resolved
1-614948909,Completed,Closed
1-617858557,Accepted,In Progress
1-617858557,Accepted,In Progress
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait
1-617858557,Completed,Resolved
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Wait - User
1-617858557,Queued,Awaiting Assignment
1-617858557,Accepted,In Progress
1-617858557,Accepted,Assigned
1-617858557,Accepted,In Progress
1-617858557,Completed,Resolved
1-617858557,Completed,Closed
1-618854217,Accepted,In Progress
1-618854217,Accepted,In Progress
1-618854217,Queued,Awaiting Assignment
1-618854217,Accepted,In Progress
1-618854217,Accepted,Wait
1-618854217,Queued,Awaiting Assignment
1-618854217,Accepted,In Progress
1-618854217,Accepted,Wait - User
1-618854217,Completed,Resolved
1-618854217,Queued,Awaiting Assignment
1-618854217,Accepted,In Progress
1-618854217,Queued,Awaiting Assignment
1-618854217,Accepted,In Progress
1-618854217,Accepted,Assigned
1-618854217,Accepted,In Progress
1-618854217,Accepted,Wait - User
1-618854217,Completed,Resolved
1-618854217,Completed,Closed
1-619069761,Accepted,In Progress
1-619069761,Accepted,In Progress
1-619069761,Accepted,Wait - User
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Accepted,Assigned
1-619069761,Accepted,In Progress
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Accepted,Wait - User
1-619069761,Queued,Awaiting Assignment
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Queued,Awaiting Assignment
1-619069761,Accepted,In Progress
1-619069761,Completed,Resolved
1-619069761,Completed,Closed
1-620611187,Accepted,In Progress
1-620611187,Accepted,In Progress
1-620611187,Queued,Awaiting Assignment
1-620611187,Accepted,In Progress
1-620611187,Queued,Awaiting Assignment
1-620611187,Accepted,In Progress
1-620611187,Accepted,Wait - User
1-620611187,Completed,Resolved
1-620611187,Completed,Closed
1-620858291,Accepted,In Progress
1-620858291,Accepted,In Progress
1-620858291,Queued,Awaiting Assignment
1-620858291,Accepted,In Progress
1-620858291,Queued,Awaiting Assignment
1-620858291,Accepted,In Progress
1-620858291,Queued,Awaiting Assignment
1-620858291,Accepted,In Progress
1-620858291,Queued,Awaiting Assignment
1-620858291,Accepted,In Progress
1-620858291,Accepted,Wait
1-620858291,Accepted,In Progress
1-620858291,Completed,Resolved
1-620858291,Completed,Closed
1-621825480,Accepted,In Progress
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Accepted,Wait - User
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Accepted,Wait - User
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Queued,Awaiting Assignment
1-621825480,Accepted,In Progress
1-621825480,Accepted,Wait
1-621825480,Accepted,In Progress
1-621825480,Completed,Resolved
1-621825480,Completed,Closed
1-623778166,Accepted,In Progress
1-623778166,Accepted,In Progress
1-623778166,Queued,Awaiting Assignment
1-623778166,Accepted,In Progress
1-623778166,Queued,Awaiting Assignment
1-623778166,Accepted,In Progress
1-623778166,Queued,Awaiting Assignment
1-623778166,Accepted,In Progress
1-623778166,Completed,Resolved
1-623778166,Completed,Closed
1-626766981,Queued,Awaiting Assignment
1-626766981,Queued,Awaiting Assignment
1-626766981,Accepted,In Progress
1-626766981,Accepted,Wait - User
1-626766981,Accepted,In Progress
1-626766981,Accepted,Wait - User
1-626766981,Accepted,In Progress
1-626766981,Accepted,Wait - User
1-626766981,Accepted,In Progress
1-626766981,Completed,Resolved
1-626766981,Completed,Closed
1-627819166,Accepted,In Progress
1-627819166,Accepted,In Progress
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Accepted,Wait - User
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Accepted,Wait - User
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Accepted,Assigned
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Queued,Awaiting Assignment
1-627819166,Accepted,In Progress
1-627819166,Accepted,Wait
1-627819166,Accepted,Assigned
1-627819166,Accepted,In Progress
1-627819166,Accepted,Wait
1-627819166,Accepted,Assigned
1-627819166,Accepted,In Progress
1-627819166,Accepted,Wait
1-627819166,Accepted,In Progress
1-627819166,Completed,Resolved
1-627819166,Completed,Closed
1-627973205,Accepted,In Progress
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Accepted,Wait
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Accepted,Wait - Implementation
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Accepted,Assigned
1-627973205,Accepted,In Progress
1-627973205,Accepted,In Progress
1-627973205,Accepted,Wait - Vendor
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Accepted,Wait - User
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Queued,Awaiting Assignment
1-627973205,Accepted,In Progress
1-627973205,Completed,Resolved
1-627973205,Completed,Closed
1-629364071,Accepted,In Progress
1-629364071,Accepted,In Progress
1-629364071,Queued,Awaiting Assignment
1-629364071,Accepted,In Progress
1-629364071,Accepted,Wait - User
1-629364071,Accepted,Assigned
1-629364071,Accepted,In Progress
1-629364071,Completed,Resolved
1-629364071,Completed,Closed
1-629883996,Accepted,In Progress
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Accepted,Assigned
1-629883996,Accepted,In Progress
1-629883996,Completed,Resolved
1-629883996,Completed,Closed
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Completed,Resolved
1-629883996,Accepted,In Progress
1-629883996,Accepted,Assigned
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait
1-629883996,Accepted,Assigned
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait - User
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait - User
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait - User
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait
1-629883996,Accepted,In Progress
1-629883996,Accepted,Wait
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
1-629883996,Queued,Awaiting Assignment
1-629883996,Accepted,In Progress
